mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7873292446136475,0.06769686257102302,0.009315395355224609,0.004669407999835411,,,4,13,"{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 13}",-19512.691357186595,-22714.910228261924,-21637.924793693466,-20274.404580827013,-23581.771955301774,-21544.340583054156,1501.3629755726995,255
0.7141834735870362,0.06813144371178186,0.008903741836547852,0.0026916723646796432,,,4,14,"{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 14}",-19424.26808746021,-22845.091463693483,-22147.254093211617,-20370.73231849566,-23658.196676771728,-21689.10852792654,1567.872449854412,275
0.7395536422729492,0.07238981088578783,0.00758829116821289,0.0022382036207506317,,,4,16,"{'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 16}",-19898.355805441497,-22618.801765093864,-21683.31677634046,-20781.54670365319,-23748.235526744065,-21746.051315454613,1350.4531409559522,284
0.376405668258667,0.03607348797773565,0.009097719192504882,0.002579360148572042,,sqrt,1,10,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10}",-19274.89674791644,-20585.009392404638,-21379.646350328207,-19413.195909591515,-21081.282600307688,-20346.8062001097,858.3208220046148,10
0.32441349029541017,0.028582153070465317,0.009012460708618164,0.005138390192116975,,sqrt,1,12,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 12}",-19519.84430686754,-20840.06124870475,-21314.87880478688,-19428.111070875508,-20851.28920014163,-20390.83692627526,768.5234410650249,13
0.34331417083740234,0.04501752481565147,0.00896453857421875,0.0022064702159895412,,sqrt,1,13,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 13}",-19820.153856260975,-20686.764509466757,-21266.741075913822,-19348.647259819656,-21718.300488775985,-20568.121438047438,879.9579763046646,29
0.3293266296386719,0.04377272585958899,0.009316682815551758,0.0037080882023551934,,sqrt,1,14,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 14}",-20179.282678616524,-20224.50584869361,-21598.867395156463,-19711.538927554167,-21366.169175523075,-20616.072805108768,733.5968378799129,43
0.3614052772521973,0.03920908372199908,0.008207130432128906,0.0014736161480713493,,sqrt,1,16,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 16}",-20154.736678154102,-20472.252364644013,-21769.689037440516,-19214.677159661456,-21683.447007831266,-20658.960449546274,965.2301742193405,56
0.3888271331787109,0.036362310962207454,0.010922002792358398,0.005234907224262603,,sqrt,2,10,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}",-19579.972971381932,-20181.698183869616,-21563.987593277678,-19469.392921421484,-20931.06322395804,-20345.222978781752,801.0021473339241,9
0.36774744987487795,0.04269925456787954,0.0066871166229248045,0.0012331236946345862,,sqrt,2,12,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 12}",-20069.606268715466,-20531.871399927066,-21390.952367702077,-19563.203428297034,-21025.32831115461,-20516.19235515925,653.038645258187,23
0.3532252311706543,0.06419098967621163,0.008626508712768554,0.0023430551837254994,,sqrt,2,13,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 13}",-20235.73465793152,-20393.056979023677,-21882.278092991703,-19783.17078315313,-21191.730431770462,-20697.1941889741,746.9769852754198,69
0.35735158920288085,0.011239942194936662,0.010139846801757812,0.005271231885065087,,sqrt,2,14,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 14}",-20178.70450948929,-20481.32034205751,-21413.2195792036,-19772.966596504026,-21444.089682054877,-20658.06014186186,668.2091853631808,55
0.3070231914520264,0.03034795169275744,0.007314109802246093,0.0019626842676822042,,sqrt,2,16,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 16}",-20525.68446589572,-20898.493877942266,-21618.240024584342,-20072.50372915709,-21858.187162194146,-20994.621851954715,665.4456194320065,147
0.3594334125518799,0.03727405029588322,0.007415151596069336,0.001025916897858461,,sqrt,3,10,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10}",-20106.711065529576,-20732.470516161535,-21460.310447456195,-19221.523937932638,-20817.14696537339,-20467.63258649067,756.4072810322768,19
0.3199193000793457,0.04310880059073946,0.008113527297973632,0.0012864396199407516,,sqrt,3,12,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 12}",-20169.487509511735,-20995.1188862462,-21659.554896299447,-19355.06386640749,-21255.454763793437,-20686.935984451662,825.3258888642545,65
0.33342728614807127,0.03255668999431213,0.00890522003173828,0.00297326939076222,,sqrt,3,13,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 13}",-20294.126641815903,-21044.311731080623,-22157.655057171167,-19674.264941593563,-21610.431005444494,-20956.157875421148,890.0533418573734,134
0.3088712692260742,0.051272802057429664,0.0068056583404541016,0.0015143102851710563,,sqrt,3,14,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 14}",-20177.992922671365,-21373.945098440112,-21552.764116062783,-20306.45440411514,-21418.617992586802,-20965.95490677524,595.236073378907,137
0.3022650718688965,0.0307282686804669,0.006703853607177734,0.0009870440948018312,,sqrt,3,16,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 16}",-21116.075406922755,-21344.14292157971,-21821.033315125882,-20171.96496869156,-21367.150755680832,-21164.07347360015,546.2315849321013,184
0.3328883647918701,0.02371055832011708,0.008509254455566407,0.0015163390486463318,,sqrt,4,10,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10}",-20396.49411416069,-21539.10898886054,-21577.753068395854,-19615.225432226667,-20850.923286077323,-20795.900977944213,737.5905205896983,92
0.3295290946960449,0.05034052378290211,0.0067024707794189455,0.0009853807788947086,,sqrt,4,12,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 12}",-20457.327446912033,-20785.40838387843,-21388.47917184309,-20566.924061812246,-21186.139474630334,-20876.855707815226,357.1664086402829,114
0.32129659652709963,0.03225340543159057,0.007138967514038086,0.0007735048174264338,,sqrt,4,13,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 13}",-20512.44105137624,-21193.729266833296,-22222.130489782423,-20199.254622444798,-21757.154981684267,-21176.942082424204,751.9018572352314,189
0.3474977970123291,0.03955372754410283,0.008897733688354493,0.0031054751883610038,,sqrt,4,14,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 14}",-20761.06165948799,-20927.165494328678,-22061.251463522145,-20020.618749623427,-21680.051064594023,-21090.029686311253,716.9074454305862,161
0.2933948993682861,0.030304211792907137,0.009908628463745118,0.005133482561838864,,sqrt,4,16,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 16}",-20679.943615753782,-21916.79390436395,-21826.607049408718,-20278.27819917914,-21577.596467436048,-21255.843847228327,656.269157047562,208
0.38970065116882324,0.039032030658674874,0.007301521301269531,0.0013954876661931982,,log2,1,10,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10}",-19309.407176999535,-20667.125094753228,-22008.68069712533,-19786.59569420909,-21270.744379361382,-20608.510608489712,976.2867769686532,39
0.3537893295288086,0.05423432521741402,0.009006977081298828,0.0013801914109959085,,log2,1,12,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 12}",-19375.06784184783,-20366.78152646898,-21288.36958673666,-19160.051597777758,-21677.213026249956,-20373.496715816236,1000.6021139963967,11
0.34813690185546875,0.03710497288839718,0.007503938674926758,0.0014785916150643777,,log2,1,13,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 13}",-19136.461083663948,-20809.18620467566,-21779.100335866002,-19536.219810555798,-21421.5475651241,-20536.5029999771,1035.6053281102575,27
0.39033079147338867,0.018304286516776846,0.00840616226196289,0.002581625888220315,,log2,1,14,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 14}",-20210.70766999352,-20581.027304777737,-21739.95679475698,-19477.117595811585,-21268.42242018523,-20655.44635710501,792.930250165755,52
0.33664898872375487,0.05420865433324351,0.006612348556518555,0.00048765703717663553,,log2,1,16,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 16}",-20133.7734341399,-21010.691772170958,-21763.39616659131,-19862.957698157395,-21532.091529881895,-20860.58212018829,749.9381775661063,106
0.39723806381225585,0.050494626565970806,0.007828140258789062,0.0027189029955595237,,log2,2,10,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10}",-19262.386366918687,-20553.178119905995,-21301.835431526335,-19666.83569659959,-21508.11329903221,-20458.469782796565,880.8276632710807,18
0.3256978988647461,0.03587131710761494,0.008208656311035156,0.0016130878308649858,,log2,2,12,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 12}",-20155.58744061518,-21087.401594575873,-21405.619218289336,-19911.550751612685,-21375.653667721093,-20787.162534562834,630.0058841543485,89
0.359765625,0.05118123855519155,0.007615327835083008,0.0018403698548179923,,log2,2,13,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 13}",-19802.261818376588,-21004.238647233968,-21260.180996415795,-20068.761031164613,-20966.280876955174,-20620.344674029227,574.4459996190218,45
0.3344103813171387,0.04711029537495898,0.009512662887573242,0.002382735946421108,,log2,2,14,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 14}",-19861.511435336484,-21298.744049136498,-22044.34688338054,-20022.57462737696,-21634.82171650341,-20972.399742346777,875.2844944667664,138
0.33642964363098143,0.043589684320435855,0.006600522994995117,0.0007999070261759677,,log2,2,16,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 16}",-20730.569104217004,-21397.90329964421,-21663.941150816983,-19919.512179673216,-21158.309486169528,-20974.04704410419,610.0632653922859,141
0.36672606468200686,0.05354827984424002,0.011231565475463867,0.006568452323770908,,log2,3,10,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10}",-20008.252417680804,-20272.555819106663,-21672.573972151382,-19782.589846216786,-21464.575440368015,-20640.109499104732,776.5830297555308,49
0.3554985046386719,0.04650180726997844,0.012422704696655273,0.007314762510120282,,log2,3,12,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 12}",-19660.65767577903,-20865.418962607353,-21177.332290728093,-19754.867604283925,-21208.11767900888,-20533.278842481457,685.2621564351308,26
0.3463907241821289,0.02918269318188229,0.011800670623779297,0.007221819160341877,,log2,3,13,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 13}",-20116.67247278882,-21425.442508666536,-21542.178505078442,-19487.11495382274,-21033.86384431016,-20721.054456933343,794.4987379213446,76
0.3251357078552246,0.03476207797369262,0.008027744293212891,0.0034270650120753754,,log2,3,14,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 14}",-20370.003619150662,-21111.40884803206,-21347.611232238756,-19926.82696736718,-21941.3807226314,-20939.44627788401,714.101560939826,127
0.3291179180145264,0.042373931475349146,0.008209037780761718,0.0038717841562243105,,log2,3,16,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 16}",-20596.6898569982,-20952.58384741959,-21632.726047508946,-19911.81686516901,-21461.15100361582,-20910.993524142315,620.071227120467,120
0.36230220794677737,0.022375204361824153,0.00740203857421875,0.0017751794029154122,,log2,4,10,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10}",-20253.28722863486,-21054.77129896532,-21885.974654864796,-19173.750111688358,-21584.439238408177,-20790.444506512304,980.0735993656805,91
0.31913466453552247,0.03411858748845017,0.009239912033081055,0.0010640906503823632,,log2,4,12,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 12}",-20221.047895425334,-21578.200161903176,-21408.10833888613,-19677.07143937013,-21428.741707625875,-20862.63390864213,767.7560078342639,107
0.2981414318084717,0.0396947124878756,0.008006048202514649,0.0016548104992904768,,log2,4,13,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 13}",-20301.006521598443,-21193.107725673894,-21245.494328541936,-20274.558205808455,-21859.271844240237,-20974.687725172593,607.8750339812094,142
0.3031665325164795,0.028905813586419755,0.00630345344543457,0.001166073332290498,,log2,4,14,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 14}",-20682.575264980438,-20979.251164697478,-21669.388302954623,-20046.654041643702,-21570.578649105923,-20989.689484676433,597.1878522206829,145
0.2850759983062744,0.03533448496769266,0.007702159881591797,0.003814988200895032,,log2,4,16,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 16}",-20609.284625331562,-21565.73135989163,-22267.531349740813,-19783.024326114362,-22003.453383010416,-21245.80500881776,923.6010144047982,205
0.5616594791412354,0.01921391103593919,0.0074008464813232425,0.0020588938825043886,5,,1,10,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-21556.907103223304,-24471.928457510832,-23711.461421545915,-22707.08371012871,-25572.100333644492,-23603.89620521065,1388.0428518581587,349
0.5309309005737305,0.06279337340056969,0.0056190967559814455,0.0011904328556213975,5,,1,12,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 12}",-21813.17809463644,-24753.897724074934,-23468.821872151035,-22547.96032334821,-25984.137088030082,-23713.599020448142,1501.1857732389158,355
0.4901162624359131,0.05473300675242362,0.0051990985870361325,0.00099493510644739,5,,1,13,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 13}",-22136.065526070364,-24476.99120906094,-23615.601789331926,-22714.001874946935,-25522.145277061343,-23692.9611352943,1212.343797848689,352
0.5390791893005371,0.047505548985619754,0.006826543807983398,0.001222629652973846,5,,1,14,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 14}",-21834.2638097213,-24387.633951233813,-23767.534338283975,-22848.031861163836,-25673.657579861952,-23702.224308052973,1309.9253477858565,353
0.4940011024475098,0.05879334282432956,0.0059987068176269535,0.001456694154359297,5,,1,16,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 16}",-22078.773854590603,-24318.558484453748,-23880.948795049757,-22635.903224476973,-25643.60818586239,-23711.558508886697,1261.1881708825265,354
0.556195068359375,0.033770747364614676,0.007304954528808594,0.0019945997123452393,5,,2,10,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-21835.646430207096,-24476.819867832866,-23837.06641257771,-22821.83283192817,-25643.619167893783,-23722.996942087928,1314.8565921706274,357
0.5017505645751953,0.054918889827225544,0.006516790390014649,0.0015089385756461191,5,,2,12,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 12}",-21822.551762192325,-24448.398890843033,-23561.789402155668,-22521.213907507085,-25517.16873831352,-23574.224540202325,1320.3451441756285,346
0.5533418178558349,0.020196275576098544,0.008788394927978515,0.004842482328352415,5,,2,13,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 13}",-22048.415381808405,-24547.784923642324,-23687.802874035227,-22774.877703158072,-26232.974147530975,-23858.371006035,1455.5426627959596,360
